,FIPS,Years of Potential Life Lost Rate,YPLL Rate (Black),YPLL Rate (Hispanic),YPLL Rate (White),% Fair/Poor,Physically Unhealthy Days,Mentally Unhealthy Days,% LBW,% LBW (Black),% LBW (Hispanic),% LBW (White),% Smokers,% Obese,Food Environment Index,% Physically Inactive,% With Access,% Excessive Drinking,# Alcohol-Impaired Driving Deaths,# Driving Deaths,% Alcohol-Impaired,# Chlamydia Cases,Chlamydia Rate,Teen Birth Rate,Teen Birth Rate (Black),Teen Birth Rate (Hispanic),Teen Birth Rate (White),# Uninsured,% Uninsured,# Primary Care Physicians,PCP Rate,# Dentists,Dentist Rate,# Mental Health Providers,MHP Rate,Preventable Hosp. Rate,Preventable Hosp. Rate (Black),Preventable Hosp. Rate (Hispanic),Preventable Hosp. Rate (White),% Screened,% Screened (Black),% Screened (Hispanic),% Screened (White),% Vaccinated,% Vaccinated (Black),% Vaccinated (Hispanic),% Vaccinated (White),Cohort Size,Graduation Rate,# Some College,Population,% Some College,# Unemployed,Labor Force,% Unemployed,% Children in Poverty,% Children in Poverty (Black),% Children in Poverty (Hispanic),% Children in Poverty (White),80th Percentile Income,20th Percentile Income,Income Ratio,# Single-Parent Households,# Households,% Single-Parent Households,# Associations,Association Rate,Annual Average Violent Crimes,Violent Crime Rate,# Injury Deaths,Injury Death Rate,Average Daily PM2.5,% Severe Housing Problems,Severe Housing Cost Burden,Overcrowding,Inadequate Facilities,% Drive Alone,% Drive Alone (Black),% Drive Alone (Hispanic),% Drive Alone (White),# Workers who Drive Alone,% Long Commute - Drives Alone,Life Expectancy,Life Expectancy (Black),Life Expectancy (Hispanic),Life Expectancy (White),# Deaths,Age-Adjusted Mortality,Age-Adjusted Mortality (Black),Age-Adjusted Mortality (Hispanic),Age-Adjusted Mortality (White),# Deaths.1,Child Mortality Rate,Child Mortality Rate (Black),Child Mortality Rate (Hispanic),Child Mortality Rate (White),# Deaths.2,Infant Mortality Rate,Infant Mortality Rate (Black),Infant Mortality Rate (Hispanic),Infant Mortality Rate (White),% Frequent Physical Distress,% Frequent Mental Distress,% Diabetic,# HIV Cases,HIV Prevalence Rate,# Food Insecure,% Food Insecure,# Limited Access,% Limited Access,# Drug Overdose Deaths,Drug Overdose Mortality Rate,# Motor Vehicle Deaths,MV Mortality Rate,% Insufficient Sleep,# Uninsured.1,% Uninsured.1,Other PCP Rate,% Disconnected Youth,Household Income,Household income (Black),Household income (Hispanic),Household income (White),% Free or Reduced Lunch,Segregation index,Segregation Index,Homicide Rate,# Firearm Fatalities,Firearm Fatalities Rate,# Homeowners,% Homeowners,# Households with Severe Cost Burden,% Severe Housing Cost Burden,% < 18,% 65 and over,# African American,% African American,# American Indian/Alaskan Native,% American Indian/Alaskan Native,# Asian,% Asian,# Native Hawaiian/Other Pacific Islander,% Native Hawaiian/Other Pacific Islander,# Hispanic,% Hispanic,# Non-Hispanic White,% Non-Hispanic White,# Not Proficient in English,% Not Proficient in English,% Female,# Rural,% Rural
# Motor Vehicle Deaths,0.015885131,-0.278362719,-0.405347891,-0.469729043,-0.366320358,-0.212310118,-0.203444315,-0.118085407,0.048534173,-0.186205156,-0.166212048,-0.039919092,-0.03106295,0.244036626,-0.059592414,-0.010633276,0.289588011,0.333348879,0.862568543,0.896224422,0.202625882,0.87960236,0.243458536,-0.288010545,-0.475861601,-0.282095234,-0.319088459,0.951713684,-0.270248093,0.866718118,0.294670617,0.885454914,0.435468391,0.858813159,0.533161132,-0.097053316,0.004730469,-0.054635117,-0.145088313,0.463549781,0.388761735,0.318750467,0.438660976,0.545963375,0.346887494,0.498667543,0.555220187,0.94193245,-0.232179048,0.946361828,0.949911667,0.392875798,0.94426344,0.955975872,-0.03350196,-0.357987292,-0.368424632,-0.131130995,-0.277613723,0.378264691,0.305694527,-0.073379063,0.926854035,0.95233816,0.025833424,0.926538036,-0.518824144,0.910752217,0.3675725,0.980072727,-0.418529883,0.657276004,0.352117782,0.49556531,0.079064855,-0.058022322,0.094991565,-0.1293544,0.207367324,0.079314494,0.957244859,0.229134992,0.198023973,0.310167605,0.273558829,0.302335571,0.964316006,-0.251384592,-0.447480787,-0.512420692,-0.340549831,0.938773772,-0.277681429,-0.596462288,-0.362179816,-0.37133648,0.917533928,-0.20178567,-0.414420288,-0.134006652,-0.242324261,-0.209112862,-0.168850539,-0.145012474,0.890375806,0.438213012,0.955804592,0.19486319,0.798098755,-0.050356913,0.913590091,-0.304279081,1,-0.486809263,0.2286644,0.946701778,-0.419666175,0.263703345,-0.65149651,0.440126603,0.424629286,0.258937485,0.414494243,-0.191658156,0.241203286,0.390672145,-0.298161469,0.943500357,-0.43521862,0.964175251,-0.324470164,0.936855619,0.392257437,0.200577761,-0.441224158,0.832316667,0.410847718,0.929589683,-0.319596447,0.893674739,0.488064636,0.863227595,0.387015553,0.757107571,-0.111065361,0.908891493,-0.045355551,0.759510109,0.028773149,0.312879843,0.855760521,-0.381376784
% Asian,-0.026149953,-0.285288332,-0.404999341,-0.307076794,-0.295351545,-0.007362878,-0.064990976,-0.118455235,0.029326294,-0.207523353,-0.072486059,-0.003363809,0.001389533,0.164242957,0.091590585,-0.131189649,0.31408668,0.255612231,0.500684322,0.535674525,0.094748092,0.559840549,0.302901034,-0.118228965,-0.369289644,-0.108276312,-0.208661325,0.549840606,-0.251545787,0.623109863,0.479102456,0.580968654,0.490948205,0.599678601,0.553336366,0.035545319,0.115568843,-0.010999992,0.018706427,0.241568146,0.279725353,0.196533237,0.297007761,0.317034379,0.211958452,0.302072593,0.324624572,0.49929273,-0.276750693,0.568342042,0.564657645,0.243427545,0.543918413,0.554813332,-0.00437291,-0.205038919,-0.280068483,-0.135700037,-0.132550316,0.226746555,0.168263258,-0.002838749,0.550774423,0.551132909,0.055228727,0.540991242,-0.341939561,0.563458834,0.292920236,0.510951467,-0.336285753,0.337522718,0.303593107,0.379590884,0.093492174,-0.187588364,0.023678451,-0.113924051,0.068751811,0.094254548,0.55350309,-0.024701787,0.259694695,0.321385281,0.076724181,0.231248862,0.481417621,-0.278288992,-0.420353205,-0.310347717,-0.240765786,0.622657243,-0.278244516,-0.782624633,-0.436326531,-0.450951934,0.639521341,-0.194400536,-0.749350649,-0.405418719,-0.527492669,-0.050776363,-0.104690251,-0.264828089,0.569834742,0.293776259,0.537921648,0.04581895,0.525818062,-0.061771722,0.669619057,-0.244659911,0.488064636,-0.523065491,0.273163189,0.5413299,-0.390499108,0.352573766,-0.61148272,0.21885386,0.327839625,0.207959134,0.297975616,-0.07445453,0.134672347,0.162260123,-0.248472787,0.538925791,-0.426626638,0.527362454,-0.417520128,0.54512486,0.351205547,0.15922586,-0.413119757,0.54547991,0.314558155,0.57721383,-0.027532168,0.736812639,1,0.561603515,0.391543579,0.569272533,0.087930174,0.523585267,-0.228833601,0.562733203,0.128875913,0.050582313,0.394177507,-0.554978795
% With Access,0.008709255,-0.303200325,-0.291986996,-0.160491122,-0.326558442,0.012106034,-0.025237655,-0.083137031,-0.059201378,-0.186997756,0.074556366,0.012640434,-0.120175349,0.026964488,0.219411914,-0.225593645,1,0.140997961,0.259816407,0.23321111,0.161299709,0.237832739,0.151636881,-0.012238494,-0.276446168,-0.009243954,-0.216994546,0.304141238,-0.133694724,0.416263662,0.477305495,0.343971662,0.396806208,0.358897852,0.351855576,-0.084325854,0.143609756,-0.009951947,-0.10806807,0.171098082,0.093126934,0.183175568,0.178161958,0.163307995,0.056131353,0.170137009,0.173638663,0.297704379,-0.193579962,0.306171894,0.297839289,0.228346455,0.288940687,0.304836756,-0.080285817,-0.201866757,-0.213341398,-0.131084397,-0.13597241,0.203093056,0.178097924,-0.048330033,0.304166231,0.313074101,0.00678843,0.307987701,-0.107862836,0.312382577,0.149118109,0.266779147,-0.23114644,0.010820962,0.143687912,0.227260678,0.03804971,-0.166820005,0.028439641,-0.183380216,0.133963328,0.20822399,0.306419737,-0.165438063,0.25478357,0.258985776,-0.00202874,0.265563718,0.238936916,-0.28244999,-0.289702588,-0.162817827,-0.315096283,0.500323142,-0.321721504,-0.605571848,-0.417040816,-0.541620422,0.560387691,-0.362333869,-0.605194805,-0.384236453,-0.605571848,-0.013872343,-0.076652872,-0.278106141,0.278580151,0.083600406,0.267802926,-0.131896107,0.285124064,-0.091601421,0.571414465,-0.106200335,0.289588011,-0.283594079,0.084240608,0.322347188,-0.200745299,0.327307306,-0.511641981,0.245189378,0.247712814,0.145500026,0.228798644,-0.126627204,0.06289314,-0.012284746,-0.321704658,0.46092648,-0.466090305,0.289366898,-0.301255072,0.296867897,0.214542159,0.257514735,-0.302626306,0.223356601,0.013051803,0.321517593,-0.063763837,0.317674921,0.31408668,0.309184645,0.216868864,0.37343029,0.172813876,0.267237495,-0.189522787,0.360331147,0.163708565,0.159902706,0.090723319,-0.53250435
Household income (Hispanic),-0.030016212,-0.318160813,-0.262805869,-0.328633187,-0.287318951,-0.352113224,-0.509615332,-0.550873302,-0.091350974,-0.002505561,-0.071519785,0.056571866,-0.429282178,0.036640794,0.266883855,-0.177997396,0.145500026,0.520759659,0.207766001,0.224630405,0.017206704,0.243835287,-0.042487447,-0.208287144,-0.202600198,-0.193692792,-0.183606889,0.210195069,-0.382182542,0.184994571,0.017426196,0.180793076,0.086050434,0.225861876,0.114913509,-0.012386867,0.071578285,-0.09942123,0.008823557,0.208546474,-0.026701125,0.050374794,0.196255706,0.172776911,0.039915561,0.210636763,0.213693008,0.233355836,0.037652731,0.249112407,0.2255102,0.32736622,0.195027034,0.235447163,-0.240241762,-0.558608498,-0.292204667,-0.488666884,-0.326014917,0.683308516,0.637003704,-0.262637464,0.193263176,0.235900447,-0.272958856,0.214154421,-0.177239618,0.201297031,0.032256849,0.229458976,-0.176934722,0.163478466,-0.040564664,-0.029573383,0.015220131,-0.110897273,0.04631099,-0.040295359,-0.145955115,0.000667074,0.245320393,0.242994668,0.211780134,0.155894112,0.054292495,0.227593171,0.235892376,-0.283230155,-0.229066907,-0.311440675,-0.307868683,0.228268312,-0.193866058,-0.467008798,-0.266326531,-0.319474089,0.294895515,-0.243256743,-0.637662338,-0.436945813,-0.377199413,-0.498368557,-0.58840883,-0.260873297,0.167867844,-0.015524696,0.177396717,-0.173043066,0.101547054,-0.196927399,0.272395297,-0.174491507,0.258937485,-0.182383765,-0.135143204,0.239523214,-0.174887442,-0.05022058,-0.37438521,0.627559283,0.418792543,1,0.561344394,-0.432556863,0.004700304,0.096211134,-0.154176792,0.247282089,-0.210813876,0.225515913,0.097823864,0.186221229,-0.062270405,0.213373861,-0.305504087,0.193850426,0.082127052,0.249751402,0.037331049,0.233335605,0.207959134,0.228043446,0.131157477,0.236860119,0.004162762,0.243891863,-0.023309795,0.199129477,-0.038002618,-0.030733777,0.16390205,-0.19633237
PCP Rate,-0.065809674,-0.245799548,-0.275270821,-0.233340705,-0.343341253,-0.096233701,-0.081392769,-0.033919819,-0.117959322,-0.100773866,-0.027490404,-0.062284116,-0.123173496,-0.025128347,0.141830287,-0.112534026,0.477305495,0.081067235,0.283307516,0.300839094,0.073367354,0.267046938,0.153669644,-0.191295302,-0.246308861,-0.040801474,-0.245939065,0.365852389,-0.137987609,0.635953416,1,0.473727753,0.591937973,0.454199927,0.573919005,-0.096834687,-0.039167804,-0.087224828,-0.15087393,0.248818185,0.321098885,0.159629028,0.324128761,0.26192917,0.236589575,0.248056596,0.298948108,0.345168897,-0.143012913,0.372289895,0.351434714,0.266572647,0.347101236,0.374902899,-0.12636595,-0.187607832,-0.219582383,-0.057383099,-0.223353012,0.21728244,0.134080862,-0.024224082,0.353589231,0.357036525,0.054261075,0.435544196,0.016744274,0.356774745,0.107434534,0.296703718,-0.218380326,0.162451775,0.200117269,0.302104023,0.007034134,-0.147831876,-0.010010635,-0.17156587,-0.029079856,0.120514844,0.380082863,-0.196392443,0.250868073,0.171967944,0.177118272,0.270920258,0.271357221,-0.305990736,-0.294327315,-0.223426213,-0.332404541,0.448167624,-0.154890795,-0.417155425,-0.171326531,-0.305301801,0.578858535,-0.130869131,-0.225974026,-0.089655172,-0.075879765,-0.083354759,-0.04635855,-0.106119182,0.324539007,0.009612643,0.364378681,0.02874569,0.338733697,-0.107518835,0.599780221,-0.028067362,0.294670617,-0.321947792,0.005516508,0.372613285,-0.190029134,0.405548427,-0.575744545,0.204143164,0.16658726,0.017426196,0.136571686,-0.176411702,0.118075732,0.017596979,-0.321596116,0.447211321,-0.333150485,0.374419222,-0.276638772,0.36601575,0.184954794,0.04910062,-0.139499216,0.284623469,0.047159449,0.385392524,-0.031925005,0.416424365,0.479102456,0.374915157,0.252021944,0.36275086,0.026528716,0.41182836,-0.032531675,0.344979467,0.067190019,0.204798903,0.265122602,-0.440392884
% Hispanic,0.026032034,-0.368300346,-0.20225805,0.491473043,-0.163152709,0.717428102,0.438768131,0.042706421,0.120172571,0.006035259,0.413684065,0.039136164,0.00578331,-0.068418341,0.460904609,-0.427794391,0.172813876,-0.1816406,-0.114663421,-0.081216678,-0.058147607,-0.060574173,0.128767564,0.521458458,-0.091972187,0.470606419,-0.056908267,-0.032318449,0.326397999,-0.041457285,0.026528716,-0.075678724,-0.075429909,0.037707192,0.030030668,0.025401895,0.004588513,0.312628891,-0.143594776,-0.405274922,-0.191385202,-0.230377843,-0.361143125,-0.329484342,-0.139501796,-0.208239359,-0.374873708,-0.034729442,-0.256818903,-0.071416907,-0.031703692,-0.350104627,-0.057872897,-0.077130204,0.072020241,0.228165287,-0.104849097,-0.012185313,-0.052141126,-0.11666688,-0.11147608,0.110503875,-0.000189665,-0.021828292,0.15116609,-0.164075041,-0.214193418,-0.020633202,0.08295152,-0.202969784,-0.35825756,-0.362313253,0.237480066,-0.118901504,0.58140681,-0.029958179,-0.222096308,-0.122831692,0.1441358,-0.034539142,-0.084479561,-0.363916005,0.343791411,0.189338281,-0.628372532,0.162439034,-0.188173372,-0.307920717,-0.113100206,0.544938932,-0.155812808,0.036104736,-0.382182696,-0.223607038,-0.01877551,-0.288141381,0.245776085,-0.398550816,0.01038961,0.028078818,-0.181818182,0.490042784,0.154062322,-0.513014154,-0.102906707,-0.071654917,-0.201826837,-0.791467507,0.024162988,0.152517003,0.257564735,-0.22656193,-0.111065361,-0.18606029,0.386895192,-0.027586078,0.009842428,0.0763144,0.098948877,-0.17971759,0.290342553,0.004162762,0.23804948,0.392008754,-0.014425372,-0.354858698,-0.072838407,0.078138893,-0.377758261,-0.142524262,-0.367144429,-0.133736446,-0.07266977,0.503030059,-0.460794871,-0.230002979,-0.359178576,-0.041352478,0.184074787,-0.033004604,0.087930174,-0.017554118,0.110992628,0.349980136,1,-0.335462363,-0.911447805,0.322687242,0.753096609,-0.353951444,-0.328342672,-0.407764114
% Not Proficient in English,-0.007842533,-0.361884011,-0.257797742,0.093915762,-0.172382445,0.569613783,0.358246559,0.08273526,-0.028740055,-0.031305226,0.095297893,-0.014552648,0.105316365,-0.026676306,0.350522694,-0.314958058,0.163708565,-0.128494292,0.004344231,0.041438352,-0.048859189,-0.016646643,0.075219128,0.416290742,-0.138586121,0.371655529,-0.004990878,0.086750858,0.504050517,0.052913039,0.067190019,0.030387925,0.01133984,0.129978599,0.078515759,0.025498286,0.091228954,0.113045521,-0.133794958,-0.300350495,0.022891038,-0.187054747,-0.291349277,-0.191150185,0.097873519,-0.166546421,-0.244756378,0.058002691,-0.202715678,0.011951097,0.062706256,-0.421879491,0.029905669,0.022478217,0.044237685,0.142238074,-0.076123455,0.111535309,-0.069754475,-0.092137952,-0.032136503,0.014689508,0.071436757,0.074734931,0.024125152,-0.05252979,-0.248068285,0.044026497,0.056683686,-0.096629445,-0.324494246,-0.195855562,0.276097187,-0.021378677,0.567218954,-0.062034747,-0.194546,0.043999062,0.131124043,0.057193926,0.015450004,-0.304318263,0.343042302,0.171156463,-0.137230869,0.150336956,-0.099430397,-0.328337576,-0.181533629,0.10632271,-0.177086879,0.098493838,-0.346374672,-0.31744868,-0.154591837,-0.232305985,0.265625916,-0.299333578,0.158441558,-0.030049261,0.037756598,0.399836625,0.175880486,-0.470119899,0.046026679,0.094925281,-0.069081032,-0.547982231,0.078399349,0.049939941,0.237124826,-0.282040534,0.028773149,-0.136420495,0.419454124,0.104434734,0.180521051,0.024108242,0.124462494,-0.109432605,0.149239836,-0.038002618,0.223611806,0.421317661,0.022217484,-0.155650983,-0.08452023,0.205348853,-0.390514028,-0.033478047,-0.343788091,-0.02472663,-0.021395316,0.504828948,-0.499248114,-0.079397728,-0.173857548,0.057251207,0.12448206,0.054841479,0.128875913,0.062140669,0.114305274,0.343128291,0.753096609,-0.185241436,-0.747925129,0.507420109,1,-0.312561547,-0.181331737,-0.379252865
Cohort Size,-0.015061081,-0.414399542,-0.468127622,-0.445283299,-0.523390563,-0.173812257,-0.174144212,-0.123002556,0.015045229,-0.212742687,-0.109256523,-0.088588773,-0.078965306,0.172920647,-0.039641511,-0.06907532,0.297704379,0.283495566,0.827525328,0.849773112,0.257103878,0.909539126,0.278163371,-0.352712943,-0.470784453,-0.273662407,-0.442037487,0.980235586,-0.299982377,0.894482422,0.345168897,0.919404785,0.507797043,0.898380728,0.619315448,-0.125799643,-0.000399336,-0.008439434,-0.187271465,0.458879695,0.366970756,0.381428791,0.41822857,0.542953751,0.3747532,0.4972072,0.55742141,1,-0.251080808,0.978227534,0.979523177,0.529378525,0.965726418,0.976072165,-0.109533183,-0.382540113,-0.433186171,-0.073092627,-0.417441691,0.374474676,0.279403859,-0.001689616,0.968066041,0.988512103,0.020219445,0.917095118,-0.515317041,0.911313988,0.300157975,0.948225154,-0.5272721,0.610216378,0.369996074,0.533506522,0.030966518,-0.143258634,0.060285351,-0.141359185,0.203781086,0.011169941,0.978144089,0.17045623,0.295987721,0.404753656,0.209839206,0.417924896,0.944294551,-0.328576384,-0.474326279,-0.475666953,-0.467606608,0.939729146,-0.406519251,-0.668621701,-0.508941555,-0.486819919,0.928835389,-0.363605324,-0.464935065,-0.279802956,-0.375733138,-0.176481887,-0.158506872,-0.207664168,0.887429339,0.394685707,0.93829239,0.10485585,0.842592312,0.027867911,0.90123852,-0.42272748,0.94193245,-0.621897091,0.232224297,0.972939959,-0.484083388,0.322061204,-0.652749939,0.422206329,0.453802694,0.233355836,0.451836353,-0.229850256,0.294260913,0.374015429,-0.398783648,0.933101615,-0.510068285,0.962453599,-0.390130666,0.947190934,0.430844631,0.244706196,-0.490212442,0.773195304,0.306527308,0.938653728,-0.287525654,0.917273742,0.49929273,0.910964723,0.465706482,0.841079116,-0.034729442,0.859687272,-0.088571501,0.809028828,0.058002691,0.337035507,0.788324306,-0.419516288
# Primary Care Physicians,-0.049655281,-0.359249537,-0.434196218,-0.465443624,-0.444069362,-0.134750303,-0.104828845,-0.048579413,-0.047784666,-0.206585402,-0.178764994,-0.07192836,0.023889093,0.273383694,0.074686883,-0.004701021,0.416263662,0.290385326,0.801106256,0.827548303,0.164808344,0.863963945,0.281550152,-0.264255729,-0.471909129,-0.29010736,-0.390228305,0.9253722,-0.337644334,1,0.635953416,0.94653526,0.702538501,0.904943792,0.614445238,-0.013386314,-0.025971023,-0.033086626,-0.142359962,0.456550406,0.378358872,0.35199759,0.48915944,0.591401374,0.316611189,0.577115274,0.605101596,0.894482422,-0.357557579,0.931316507,0.922529424,0.329128625,0.914331601,0.932779656,0.036456327,-0.309206812,-0.413509186,-0.085409883,-0.250327045,0.351073004,0.245629108,-0.003580516,0.913400705,0.922658926,0.098419949,0.931039913,-0.490306891,0.892424394,0.387812456,0.904261399,-0.465859544,0.645196293,0.437591811,0.568842678,0.108757071,-0.071845721,0.126269793,-0.15236912,0.134619241,0.039173316,0.935449396,0.105011827,0.266751157,0.343556301,0.296329323,0.35984328,0.910083125,-0.330367688,-0.461754059,-0.492872551,-0.40444064,0.866781599,-0.366627826,-0.647360704,-0.462343099,-0.486178413,0.901603989,-0.270700002,-0.525974026,-0.254711173,-0.336357805,-0.116807432,-0.081732644,-0.20406216,0.800065993,0.242119402,0.915327754,0.154414395,0.832948815,-0.07871368,0.920983782,-0.257554673,0.866718118,-0.658310308,0.261872732,0.921869926,-0.572830623,0.304135436,-0.687173953,0.383190196,0.459062533,0.184994571,0.333316572,-0.14907582,0.302040607,0.302842922,-0.421155152,0.860661802,-0.527262411,0.929889678,-0.338286242,0.917769598,0.472302748,0.191890348,-0.451937855,0.783842617,0.325637571,0.91931931,-0.273429927,0.918773386,0.623109863,0.886479331,0.50861537,0.839968301,-0.041457285,0.891182503,-0.09987559,0.793827744,0.052913039,0.265987538,0.804264064,-0.629002649
# Hispanic,0.018840153,-0.483009053,-0.466898036,-0.259437337,-0.499879086,0.187151862,0.095465438,-0.040593746,0.109325758,-0.17202155,-0.011921976,-0.041094256,0.08263634,0.269769133,0.225759766,-0.148063477,0.37343029,0.223264321,0.753772571,0.788650801,0.169047234,0.836472817,0.326641215,0.026722865,-0.455103017,-0.079333089,-0.374733036,0.902302286,-0.188921822,0.839968301,0.36275086,0.857991573,0.577253248,0.82504246,0.496682174,0.073239495,0.067921322,0.136460813,-0.125687651,0.240293511,0.238634693,0.248916963,0.277247473,0.412110441,0.218435899,0.449255419,0.414414492,0.841079116,-0.484935235,0.886385206,0.904271231,0.130735024,0.882212555,0.885430782,0.116105941,-0.166797995,-0.398190254,-0.097131928,-0.206346004,0.262478054,0.174601896,0.043178752,0.9081549,0.908721998,0.161328898,0.806431676,-0.595719713,0.870874454,0.440354848,0.798154205,-0.652387118,0.53485255,0.542005529,0.485812398,0.39592198,-0.018357271,0.046052282,-0.126629161,0.255827387,-0.038503041,0.88144302,0.056780052,0.301636681,0.395856524,-0.037352693,0.402444701,0.810932189,-0.34171297,-0.43892501,-0.269124424,-0.445727721,0.763820315,-0.542498594,-0.612536657,-0.507040816,-0.534448903,0.811970706,-0.492684531,-0.496103896,-0.357635468,-0.470674487,0.110320801,-0.015814304,-0.427482434,0.729953013,0.204318878,0.812670729,-0.129780959,0.820218866,-0.028825448,0.798424227,-0.415123569,0.757107571,-0.719217561,0.460583237,0.896583238,-0.561321575,0.252944928,-0.517502787,0.268795574,0.586249806,0.236860119,0.442483286,0.081932461,0.257443297,0.165614075,-0.351675793,0.772283292,-0.624702193,0.84952117,-0.44340796,0.846150882,0.439147182,0.411864298,-0.691467467,0.708210223,0.24951316,0.879377073,-0.207618849,0.879316137,0.569272533,0.854149859,0.528372145,1,0.349980136,0.709315724,-0.489060775,0.939394078,0.343128291,0.087072607,0.673536583,-0.762477797
# Deaths.1,-0.044949225,-0.374519236,-0.381815551,-0.373039717,-0.374944736,-0.128063383,-0.165800452,-0.116642915,0.06076263,-0.23122671,0.04861628,-0.084267497,-0.109858624,0.047031924,0.002975126,-0.266026165,0.500323142,0.305691652,0.812086876,0.856263215,0.225718736,0.869843064,0.314118993,-0.242974326,-0.35429579,-0.152487301,-0.34700914,0.940056559,-0.364294445,0.866781599,0.448167624,0.882486591,0.462363349,0.872883258,0.589803286,-0.182667936,-0.076209514,-0.017124033,-0.190784787,0.393605718,0.347629199,0.371198782,0.399703873,0.488255393,0.369491549,0.434160069,0.515700429,0.939729146,-0.21919634,0.949255647,0.950767753,0.582100956,0.933011249,0.949601456,-0.157202132,-0.367221147,-0.315912304,-0.120760379,-0.2686462,0.403748834,0.277871012,0.014201587,0.929340792,0.949282022,0.02008326,0.888061456,-0.58561179,0.871810465,0.218498128,0.945901388,-0.513707098,0.483663916,0.342192017,0.601996659,-0.034651169,-0.261240626,0.034191068,-0.111661781,0.033273018,0.01554078,0.946837919,0.094582127,0.326572029,0.360280625,0.23227036,0.358195213,0.946330374,-0.344782698,-0.422498504,-0.416998713,-0.350762167,1,-0.182241001,-0.591200743,-0.385090317,-0.346012638,0.985126227,-0.149885542,-0.348165007,-0.163340729,-0.176168656,-0.155848205,-0.147797903,-0.313348052,0.870195273,0.455972294,0.941287316,0.018490457,0.836012204,0.035228493,0.913617345,-0.236940362,0.938773772,-0.651655324,0.239516242,0.935319087,-0.512915841,0.475577331,-0.566657729,0.413053423,0.460701365,0.228268312,0.429011322,-0.271418528,0.223675134,0.366304823,-0.355095854,0.938517807,-0.396832202,0.949243925,-0.448900268,0.947516116,0.592149913,0.301395423,-0.572166293,0.723073541,0.177809965,0.898915749,-0.253870219,0.887835908,0.622657243,0.856981498,0.387410855,0.763820315,0.036104736,0.86720822,-0.174940928,0.755915826,0.098493838,0.233816265,0.631076797,-0.635797426
# Firearm Fatalities,-0.010725188,-0.375913204,-0.405513613,-0.389680848,-0.394090535,-0.14935619,-0.183362732,-0.147028465,0.036293214,-0.299749727,-0.000400078,-0.059206133,-0.102189997,0.094763836,0.078256183,-0.25926934,0.46092648,0.392166225,0.817445013,0.884667246,0.117991343,0.856320796,0.217506,-0.273655469,-0.415930436,-0.253954081,-0.337220272,0.93313442,-0.297655257,0.860661802,0.447211321,0.892118595,0.511663133,0.876930327,0.599235224,-0.078736219,0.100863766,-0.072557055,-0.121389995,0.428411446,0.313613424,0.347183627,0.417814672,0.504635237,0.325417732,0.40865246,0.536670172,0.933101615,-0.280157262,0.941638561,0.943757943,0.484653263,0.937612121,0.942724483,-0.174924216,-0.398897072,-0.369103575,-0.145965513,-0.323336817,0.373111313,0.329790443,-0.109388702,0.919164909,0.938183982,-0.087236315,0.915118546,-0.554780595,0.884305357,0.260764717,0.968775005,-0.488142798,0.558922297,0.334266634,0.523231096,0.125452878,-0.342448566,0.094790131,-0.123098912,0.185140003,0.149737742,0.945099419,0.08432505,0.280778225,0.336498325,0.204934072,0.286644808,0.959803411,-0.35122444,-0.455179402,-0.434375328,-0.368644864,0.938517807,-0.220633215,-0.604344242,-0.458425823,-0.403628994,0.921254287,-0.204579072,-0.414285714,-0.12022666,-0.200201676,-0.180618316,-0.1917643,-0.325839778,0.879502306,0.428787686,0.950190958,0.010915836,0.793052182,-0.128258874,0.905620948,-0.314358113,0.943500357,-0.582791295,0.300621361,0.926906326,-0.506778966,0.417455535,-0.604778897,0.423561774,0.447883201,0.247282089,0.425142868,-0.229040741,0.143416912,0.232489223,-0.267773433,1,-0.293747548,0.958170805,-0.416716128,0.936660576,0.52141038,0.364338212,-0.586660573,0.769706958,0.234498784,0.920924339,-0.20503069,0.859653784,0.538925791,0.893482358,0.532987424,0.772283292,0.078138893,0.918164316,-0.197749879,0.78210999,0.205348853,0.213448679,0.741008851,-0.545763052
